word,ig_score
well,0.0565131272056273
also,0.05643420806154609
never,0.0562432541201512
bed,0.056222536911567055
hard,0.0561408504533271
she,0.055855597279244856
months,0.05570896288069586
very,0.05529471430927515
whatever,0.055054630152881145
breaks,0.05494715521732966
say,0.054939552396535876
short,0.05482392633954684
without,0.05447578492263953
only,0.05423757299366924
way,0.05410790206356482
tiv,0.0540962740778923
er,0.054032037407159804
usually,0.05393643428881963
sure,0.053837357088923454
fucked,0.05366518348455429
show,0.053587203146889806
being,0.053566260263323784
liked,0.05350434655944506
other,0.05346773854560322
everywhere,0.05333509792884191
knows,0.05333010559635503
always,0.053296862436192374
bit,0.05315705947577953
hold,0.05304936803877354
around,0.05293323445533003
will,0.05277518508955836
breathing,0.05277127679437399
trying,0.0526560103520751
care,0.05259446008130908
fi,0.05223360378295183
throughout,0.05223195627331734
going,0.051053275862200695
most,0.050704555452934334
ed,0.05059560923837125
coming,0.05047289468348026
yin,0.049957238137722015
should,0.04982853991289934
started,0.04916892076532046
ended,0.0489024892449379
old,0.04883220108846823
able,0.04824262826393048
18,0.048093133916457496
co,0.04769001094003519
find,0.047650139313191175
become,0.04696105172236761
noticed,0.04639683415492376
might,0.0463185099263986
ous,0.04621949295202891
part,0.04601956382393837
as,0.0456053827656433
asked,0.045200648407141365
think,0.04515736183042035
instead,0.0438159704208374
make,0.0420634149072262
called,0.041923909758528076
imp,0.04181849646071593
toys,0.0415787094583114
30,0.04144822061061859
major,0.04115615909298261
than,0.040730551731857384
face,0.040675449495514236
realized,0.03919783545037111
close,0.039077010937035084
names,0.03906652828057607
words,0.03766778359810511
every,0.03741413396265772
often,0.0373643983155489
isn,0.03710814875861009
clean,0.036337429036696754
wants,0.035800257325172426
study,0.0353169838587443
told,0.035107417830399106
currently,0.0345677783091863
couple,0.03417157381772995
those,0.03406110809495052
these,0.032947336323559284
decided,0.03269884052375952
better,0.03240353427827358
nobody,0.02990454901009798
minutes,0.028176205853621166
happen,0.0281582809984684
ating,0.027981603518128395
na,0.025831688816348713
seconds,0.022344649769365788
