word,ig_score
restless,0.8574050323051565
worry,0.6251861347506443
med,0.6118085369467735
nervous,0.4810532050000297
ore,0.4265363949040572
progress,0.42490248878796893
leukemia,0.4192614294588566
muscle,0.4044317665199439
physical,0.40089470023910206
stress,0.3821814075112343
disease,0.3604072257876396
suffering,0.36025253403931856
anxious,0.3581553727388382
fever,0.35769616067409515
sweat,0.3418470427393913
anxiety,0.3329955915920436
worried,0.3293035916984081
health,0.3281574312816648
exercise,0.30268282691637677
dying,0.30040402337908745
worrying,0.28656695565829676
heart,0.27358286874368787
illness,0.2670428305864334
pains,0.26576796794931096
ha,0.2618609741330147
weight,0.23846432706341147
sleep,0.23821290830771127
cancer,0.22989586950279772
calm,0.2206156156025827
hey,0.22030198373473608
paranoid,0.21317296723524728
breast,0.2099771909415722
exposure,0.2071846928447485
symptoms,0.20311969179998746
potential,0.20277123898267746
story,0.19433279931545258
loss,0.19122547283768654
freak,0.19008921459317207
pts,0.18696902692317963
school,0.18248237296938896
bies,0.18057789001613855
pit,0.17797408252954483
tro,0.17673790827393532
medication,0.1759649639328321
fear,0.17585298375171773
hello,0.17184129133820533
ym,0.17153743095695972
effects,0.16813966507713
sad,0.16774597577750683
dizzy,0.16522451782865183
panic,0.16382995933294298
gas,0.16246942927440008
headache,0.1624169707298279
meet,0.15793751801053682
afraid,0.15776852518320084
future,0.1563349316517512
pain,0.1559799728186234
pressure,0.15462741777300834
pa,0.1536365027228991
diet,0.1536297177275022
ness,0.1526567345218999
ep,0.15250398715337118
call,0.15241044014692307
ied,0.15229247013727823
healthy,0.15194279194942542
fast,0.15102226535479227
gave,0.14986113319173455
amp,0.14955677185207605
scared,0.14484061673283577
fatigue,0.1441420093178749
following,0.1425823587924242
extreme,0.14059370507796606
freaking,0.13814048059284686
breath,0.13764283806085587
makes,0.13671630372603735
advice,0.13588104546070098
caused,0.13530531898140907
quit,0.13485983510812125
ting,0.13461750994126
our,0.13379438407719135
arm,0.13332894196112952
lung,0.13317441443602243
blood,0.13244694260799367
mind,0.13241026271134615
spot,0.13175114120046297
google,0.13055231142789125
sis,0.12927130113045374
contraction,0.1280193751056989
um,0.12702495697885752
diagnosed,0.12507756054401398
deal,0.12480178102850914
breathing,0.12442342688639958
community,0.1242882989346981
doctor,0.1238828877156431
terrible,0.1218854586283366
full,0.12163252104073763
terrified,0.12074826844036579
struggling,0.12044355645775795
actually,0.1197088702271382
ond,0.11929405853152275
skin,0.11721798777580261
okay,0.1159615529080232
allergic,0.11568383313715458
premature,0.11560183297842741
ad,0.1128883957862854
sick,0.11283537186682224
ga,0.11139297112822533
chest,0.11088548715297993
head,0.11011879925023425
good,0.1096514409238642
people,0.10870005343766774
cy,0.10840321083863576
al,0.10756360739469528
so,0.10552107122246966
iv,0.10551912209817342
17,0.105420752055943
different,0.10490857157856226
hurts,0.10475664275387923
everyone,0.10472199134528637
question,0.10469563429554303
not,0.10444481009127278
super,0.1032651923596859
death,0.10325820930302143
too,0.10232141148298979
morning,0.1020954969738211
throat,0.10203137000401814
lot,0.10174762164907795
possible,0.10002039419487119
short,0.09997973181307315
night,0.09929450003332213
bed,0.09925085306167603
anti,0.09896916430443525
re,0.09831333663314581
hi,0.09815484590151093
therapy,0.0980842262506485
breathe,0.09775748973091443
cold,0.09772474132478237
ra,0.09730199612677097
your,0.09714650207509597
case,0.09695121025045712
attack,0.09680718338737886
im,0.09613894152038908
worse,0.09604379087686539
am,0.09572011004719469
vision,0.09564279206097126
crazy,0.09530697437003255
ph,0.09516292624175549
friend,0.09456430127223332
work,0.09440174529498274
perspective,0.09436674788594246
please,0.09391732596688801
under,0.09316406920552253
tips,0.09260162232177598
brain,0.09243859723210335
partner,0.09221272667249043
disorder,0.09196360450651911
by,0.09134259950369597
ya,0.09033309482038021
reaction,0.09003088374932607
tired,0.08976552076637745
di,0.08968758210539818
life,0.0895279161632061
ex,0.08951911330223083
with,0.08946851320150825
over,0.08929842420750195
sensation,0.08921439697345097
happy,0.08889983408153057
be,0.08884228300303221
trying,0.08865131703870636
guys,0.08862090053466651
id,0.0881797082722187
same,0.08809034619480371
side,0.08800804801285267
stomach,0.08770095660454696
attacks,0.08755228823671739
always,0.08743805744286094
he,0.08727494603954256
spit,0.08716404065489769
very,0.08628250509500504
need,0.08619991894811392
you,0.08618969899705714
results,0.08601447753608227
normal,0.08600616222247481
understand,0.08591829752549529
myself,0.08557333797216415
talk,0.08476387523114681
right,0.08434551116079092
don,0.0841277575550171
new,0.08388814143836498
tests,0.0837113531306386
house,0.08353854529559612
discovered,0.08336422840754192
about,0.08298518980342534
post,0.08279236638918519
ox,0.08220364650090535
food,0.08197475969791412
bump,0.08188136015087366
recently,0.08169259818700644
weird,0.08166793344373052
body,0.08138874918222427
already,0.08095672229925792
without,0.08085914654657245
my,0.08048656802027594
little,0.08022301970049739
ob,0.08007771770159404
an,0.08002811018377542
dry,0.07996596209704876
does,0.07978100201580673
month,0.07973465194495824
help,0.07956337902162756
lo,0.07939562307936805
eat,0.07921246811747551
looking,0.07916111946105957
starting,0.07891674339771271
look,0.07883020925025146
until,0.07878010254353285
mom,0.07872206717729568
used,0.07774267469843228
haven,0.0772665845496314
problem,0.0771887054045995
no,0.0769535512663424
hard,0.07642965000122785
spa,0.07592227930823962
done,0.07552589103579521
came,0.0751354112289846
of,0.07510957379753773
lately,0.07500288759668668
anyone,0.07493281364440918
her,0.07473294499019782
made,0.07462468060354392
for,0.07422761281854227
non,0.07408846293886502
sure,0.07344201058149338
vent,0.0731644940872987
being,0.07311057578772306
from,0.07303283078363165
away,0.07257441058754921
much,0.07251656870357692
when,0.0723054806554788
taking,0.07220240635797381
bad,0.07176609834035237
thinking,0.07171401547061072
wrong,0.07106892019510269
family,0.07082807272672653
working,0.07076393440365791
hope,0.07073955982923508
year,0.0707334440201521
or,0.07068121252315385
ria,0.07062515057623386
some,0.07057121798003975
out,0.07055007846191011
cry,0.07054002303630114
go,0.0699870799268995
someone,0.06970313457506043
eating,0.06962954004605611
issues,0.06948970843638692
wondering,0.06939718127250671
their,0.06911892319718997
helped,0.06907572224736214
feelings,0.06849217476944129
try,0.0683319702744484
is,0.06826755600412945
here,0.06824098492506891
er,0.06816323939710855
days,0.06787698056835395
passed,0.06778206614156564
taken,0.06776760146021843
me,0.06769026729657694
get,0.06758516472764313
nights,0.06728852726519108
checking,0.06714123860001564
well,0.06708180718123913
cope,0.0670709398885568
even,0.06697285463186828
still,0.06685073197715813
especially,0.06683067567646503
sudden,0.06665817896525066
and,0.06661979226022959
ne,0.0666086234152317
first,0.06612664507701993
walking,0.06604880715409915
female,0.06599907452861468
fine,0.0659238477902753
found,0.06588240526616573
real,0.06560754279295604
feeling,0.06545497903910776
yourself,0.06540589779615402
background,0.06539165352781613
think,0.06521168164908886
sub,0.06517329141497612
olo,0.0650044431289037
other,0.06498314999043941
want,0.06497816294431687
time,0.06493150580512441
phobia,0.0649223489065965
day,0.06489296608111438
manage,0.06483756999174754
this,0.0648199045212894
sy,0.06475322569410007
more,0.06456099792073171
why,0.06435239368251391
high,0.06397077689568202
less,0.06384555002053578
dealing,0.06384310374657313
after,0.06344412161928156
one,0.06335095463222579
experience,0.06329218360284965
up,0.06323227973590637
its,0.06315208658576012
can,0.06302012245242412
two,0.06257815416902304
mira,0.062470478316148124
really,0.06228923663729802
will,0.06219330914318562
job,0.06206782255321741
do,0.061978068513174854
old,0.061922075734897095
december,0.06186109408736229
are,0.0616081360882769
thing,0.06142339917520682
feel,0.0613638872609419
waiting,0.06102669673661391
happened,0.06096983763078848
has,0.06090112096599994
ed,0.06087717190384865
in,0.06075028289762354
home,0.06066097070773443
och,0.06035928335040808
all,0.06015544862964669
like,0.05994913860091141
sometimes,0.05993975466117263
just,0.05989461176925236
male,0.05975788335005442
the,0.05972756101616791
