word,ig_score
stressed,0.6822024093319973
poll,0.647824098666509
pd,0.48178029898554087
ress,0.39466217532753944
stress,0.38934366872741116
unstable,0.3334411233663559
anxious,0.3228743555290358
autism,0.2536640912294388
depressed,0.24063080176711082
scared,0.2242332218835751
depression,0.217552383740743
medication,0.20531180004278818
didnt,0.17890959126608713
cant,0.16756594460457563
stressful,0.1638235952705145
struggle,0.1629412875045091
incredibly,0.16208778570095697
situation,0.16201159757162845
therapist,0.1595154215581715
anxiety,0.15323741377464362
chronic,0.15283521125093102
imp,0.14905850181821734
boyfriend,0.14853444943825403
thoughts,0.1485074912197888
abusive,0.14304623504479727
dont,0.1419815544039011
music,0.14091946743428707
nervous,0.14073115959763527
panic,0.140263045206666
general,0.13853059833248457
view,0.13296107637385526
diagnosed,0.13145792968571185
died,0.13110341131687164
therapy,0.12859177449718118
abuse,0.1275657724056925
fear,0.12571614712942392
fucking,0.12567693491776785
horrible,0.12495179194957018
angry,0.12425016735990842
conversation,0.12213916207353274
living,0.12170414812862873
others,0.11762143671512604
sexual,0.11680948703239362
sick,0.11464238965085574
childhood,0.11448348065217336
failed,0.11446656286716461
anyway,0.11310439836233854
fine,0.11303514987230301
money,0.1127392321026751
students,0.11224705229202907
social,0.10968732115413461
issue,0.10882207099348307
attacks,0.10740796662867069
deal,0.1068399652838707
crying,0.10576257171730201
physics,0.10466224327683449
hi,0.10461215954273939
currently,0.10278430456916492
normal,0.10078203165903687
ve,0.10003697673479715
problems,0.09960916340351104
'm,0.09701869496462964
guy,0.09676658113797505
enjoy,0.09571455686818808
fucked,0.09463882942994435
](,0.09456930160522461
degree,0.09311475325375795
none,0.09304128447547555
due,0.09233251214027405
constantly,0.09220261592417955
im,0.09172823684426343
wonder,0.0916668027639389
idget,0.09105725307017565
didn,0.09028611704707146
traumatic,0.09026866157849629
food,0.09022069722414017
makes,0.0902186343446374
anymore,0.08912030265976985
jobs,0.08835305273532867
barely,0.0881678918376565
gotten,0.08794811492164929
difficult,0.0875369980931282
used,0.08747811987996101
res,0.08649707958102226
izing,0.0857975830634435
talk,0.08249424668875607
friend,0.08237555483356118
needs,0.0820345679918925
math,0.0803809268400073
happened,0.07989467525233825
worse,0.07909677503630519
learned,0.07859538743893306
example,0.07782364760835965
dr,0.07759082689881325
say,0.07752902656793595
left,0.07697929441928864
actually,0.07607603166252375
mentally,0.07580670267343521
feeling,0.07557230504850547
remember,0.07556795018414657
study,0.07548280184467633
hide,0.07547094970941544
relationship,0.07487643207423389
usually,0.07468248717486858
't,0.07421210756106977
physically,0.07417824445292354
nobody,0.07357347942888737
etc,0.07339674726660762
fight,0.07329772599041462
cry,0.07261415322621663
understand,0.07172772714069911
different,0.07133244164288044
university,0.07122732761005561
names,0.07066369305054347
losing,0.07047794060781598
friends,0.0702621526169506
inside,0.07013621740043163
family,0.06997669889376713
talking,0.06991744588594884
ist,0.06974862360705932
anyone,0.06937635928878318
deeply,0.06914991202453773
avoid,0.06896424107253551
parents,0.0687934429384768
bad,0.06869712844491005
trouble,0.06855061526099841
turns,0.0683315172791481
decided,0.0679816585034132
cr,0.06721919123083353
though,0.06717957742512226
feelings,0.0668831367045641
app,0.06602862880875666
tired,0.06589422421529889
enough,0.065633908446346
help,0.0656243424086521
mom,0.06542807549703866
sex,0.06532112136483192
present,0.06505207593242328
shit,0.06445800233632326
st,0.06391988746407959
word,0.06385421045124531
liked,0.06353337938586871
eventually,0.06347009694824617
healthy,0.06313111539930105
him,0.0630371741950512
're,0.0625998305156827
father,0.06232712953351438
job,0.062183511032558536
man,0.0616633640602231
another,0.0615514799952507
home,0.06150915813632309
love,0.061162402108311656
av,0.06111278885509819
completely,0.060952361673116684
've,0.06051157872107896
felt,0.060509204997548034
heart,0.06022676724630097
stuff,0.06015364229679108
mean,0.060095254331827164
more,0.059761332449219794
"),",0.05971241928637028
ended,0.05967417545616627
knows,0.05961755135407051
through,0.05944747277177297
which,0.05909824697300792
mind,0.05899346526712179
mental,0.05847043916583061
myself,0.05838794323980161
blood,0.05821590560177962
leads,0.05777974737187227
personal,0.0576472207903862
whole,0.05651936227721827
als,0.05642746388912201
hospital,0.05615405808202922
decisions,0.05603166576474905
trigger,0.05526060579965512
28,0.054902203381061554
attack,0.05482502467930317
