word,ig_score
stressed,0.3400354146957397
arrass,0.19807454198598862
tortured,0.152454586699605
work,0.11890974771231413
dissatisfied,0.10712757706642151
heart,0.10154510661959648
disgusted,0.09944424512130874
cannot,0.09118485699097316
ive,0.08976839615830354
im,0.08967519692819693
fucked,0.08894042484462261
hateful,0.0850433986634016
spite,0.08028847475846608
stubborn,0.07809593807905912
bitch,0.07474179044365883
bit,0.07258131485432387
feels,0.07174037458995979
frustrated,0.06553885657340289
vent,0.06371518845359485
place,0.06198673679803809
bad,0.06165205640718341
something,0.060093660838902
now,0.05940401212622722
wrong,0.05809037759900093
anymore,0.05615446095665296
violent,0.056113777526964746
dangerous,0.054218939319252965
lately,0.05235604538271824
blog,0.05184343084692955
by,0.048623068923396726
listen,0.0485870431487759
selfish,0.04854141532753905
cant,0.046269194781780244
stay,0.04602781403809786
angry,0.045739542692899704
must,0.04440219197422266
myself,0.043238198035396636
greedy,0.042878862315167986
dont,0.04263030625879764
distracted,0.042202124993006386
need,0.04025746257975697
less,0.03895657816901803
vious,0.0386236923513934
bothered,0.03744217846542597
or,0.03731057615104047
offended,0.03694117472817501
do,0.03560087461179743
agitated,0.03545773339768251
today,0.03542772203218192
bitter,0.03407126218080521
rushed,0.03402910142072609
his,0.03364635421894491
out,0.03354148417711258
been,0.03322296469088863
didnt,0.03298312984406948
miss,0.032398322597146034
should,0.03222813457250595
moments,0.030729384471972782
because,0.03062089163189133
crank,0.030221769213676454
hated,0.029468375258147717
feeling,0.02939889594462925
ed,0.02905931370332837
not,0.02904924501300506
moment,0.028994412161409855
these,0.02893937472254038
him,0.028876863280311228
them,0.027367493965559535
what,0.026954257220495492
all,0.02687920071184635
am,0.026860542560893076
ask,0.026860079960897565
hurt,0.02682959963567555
impatient,0.026828810727844637
resent,0.026803208142519
damn,0.026603818405419588
life,0.026495310788353283
just,0.02625070521607995
though,0.026195689383894206
feel,0.026103193096660236
irritated,0.025946733076125383
food,0.02590435401846965
even,0.025824251170787547
which,0.025754533087213833
here,0.02567225496750325
time,0.02558745849611504
be,0.02557011425960809
its,0.025313615721339982
jealous,0.025301846908405423
thing,0.025191449793055654
every,0.025156131479889154
pretty,0.02475028415210545
cold,0.02437318900289635
everything,0.023874101927503943
rude,0.023867036112480693
think,0.02378843290110429
such,0.0237824119006594
being,0.02361313661094755
one,0.023275140362481277
love,0.02326758945127949
me,0.02323274206303592
know,0.02307158457632694
how,0.02293528406880796
like,0.022906685756995927
sometimes,0.022886207637687523
pissed,0.02288390478740136
want,0.02271121577359736
don,0.022651924612000586
he,0.02243638476356864
so,0.022343669080401998
very,0.022177804798747484
someone,0.022124285344034433
for,0.02177449928498582
hate,0.021753032691776752
around,0.021189329214394093
got,0.020931941457092762
stop,0.020786265842616558
person,0.02060298388823867
en,0.020468316040933132
each,0.020252843271009624
it,0.020168625950728627
often,0.019855647037426632
kind,0.01981047261506319
this,0.019779247309391696
would,0.01976527489023283
face,0.019645418661336105
sleep,0.019635136821307242
who,0.019465312943793833
certain,0.01937765907496214
un,0.019340349594131112
those,0.019211648187289636
live,0.01909099721039335
of,0.018973115506453503
has,0.018856225224832695
my,0.018793529895849006
going,0.01867512008175254
ful,0.01860909617971629
if,0.018510441451023023
was,0.018333609468702758
up,0.018088819226250052
try,0.017941263411194085
re,0.017859450075775385
about,0.017853144695982336
her,0.017822435901810724
you,0.01779593461049864
and,0.017713762200927657
an,0.017629346422230203
is,0.017505595009424724
things,0.017478061839938164
during,0.017383477029701073
insulted,0.017321671126410365
through,0.017260268796235323
way,0.017036469330867894
that,0.016997739404685935
no,0.016985371087988217
they,0.016911436507309027
then,0.0168725592084229
next,0.016791129112243654
at,0.016741059297187763
but,0.016690843224782367
when,0.016689155561228592
little,0.016668469955523808
enough,0.016557738340149324
right,0.016481271678847925
more,0.016388943263640005
really,0.01638570831467708
see,0.016360872037087876
in,0.016219936222075782
get,0.015897379955276847
wanted,0.015890181530267
have,0.0158373332168493
could,0.015433458983898163
to,0.015182509594638873
change,0.015055615222081542
thinking,0.01504570928712686
there,0.014605939341709017
had,0.014538696708364619
say,0.014513586089015007
the,0.014429437536064809
much,0.01436173776164651
with,0.014360567065887153
getting,0.014239238575100899
are,0.01384531450457871
people,0.013679026839478562
rather,0.01366113731637597
their,0.013604042741159597
on,0.013251386776876947
almost,0.013094159464041391
some,0.013082153163850307
own,0.013080363161861897
can,0.012784529334077468
ones,0.01272418035659939
whole,0.012497414524356524
back,0.012312585155346565
came,0.012252183320621649
off,0.01224218518473208
day,0.012135106837376952
better,0.012127213956167301
too,0.012052533682435751
make,0.011734904488548636
first,0.011697846464812756
than,0.011588185948009292
come,0.011311822415639957
we,0.01131170274068912
over,0.011063894722610712
she,0.011006955781744586
home,0.010924880625680089
might,0.010855946224182844
away,0.0107813173905015
were,0.01071510836482048
upset,0.010341402453680834
as,0.01016916596563533
without,0.009830886498093605
ve,0.009755877001831928
st,0.009711635299026966
loved,0.009148094647874435
also,0.009074844264735779
before,0.009045971208252013
mind,0.008977752644568682
from,0.008836900272096196
long,0.008803739119321108
already,0.008502391011764606
