word,ig_score
stress,1.5806535979111989
horn,1.5735690395037334
please,1.419682224591573
pain,1.4013089574873447
peaceful,1.3015204310417174
home,1.196172038714091
pretty,1.1778463900089264
free,0.9918445150057474
pleasant,0.9771065513292948
determined,0.9259568452835083
upon,0.8860636552174886
left,0.8401085436344147
thankful,0.839529832204183
casual,0.8327617309987545
again,0.8276290357112884
content,0.8244928903877735
romantic,0.8195864607890447
help,0.8030161485075951
joy,0.7635985612869263
mother,0.7562791109085083
family,0.7503702342510223
its,0.7434077322483063
hour,0.7398112167914709
tired,0.7349706292152405
passionate,0.7342990934848785
good,0.7273040721192956
long,0.6984930783510208
don,0.6918715917401843
their,0.6843738436698914
days,0.6821111589670181
jolly,0.6817061454057693
amused,0.6800167063872019
our,0.665763296186924
accepted,0.6625771410763264
there,0.6499500684440136
day,0.6494584120810032
successful,0.6490963300069174
time,0.6468663083182441
morning,0.6444322069485983
ful,0.6439391175905863
women,0.6423789660135905
completely,0.6361149549484253
stuff,0.630545457204183
superior,0.6230587661266327
mind,0.6221956051886082
write,0.6166791021823883
right,0.6132208585739136
worth,0.6122737924257914
brave,0.6109355886777242
week,0.6046188101172447
christmas,0.6033890694379807
feeling,0.6019259972161934
summer,0.5974395473798116
acceptable,0.5924054682254791
blessed,0.5916706522305807
re,0.5901308258374532
moment,0.5873063604036967
hell,0.5842197090387344
feelings,0.577185183763504
loved,0.5771706029772758
life,0.5763703693043102
can,0.5759742148220539
no,0.5745879411697388
thoughts,0.5650178529322147
generous,0.5614166893064976
being,0.558791822857327
get,0.5529210673911231
am,0.5506867207586765
bit,0.5429032061781202
having,0.5405323753754298
watch,0.5402371188004812
sincere,0.5394798159599304
all,0.5388923386732737
not,0.536147514788004
didn,0.5344500605549131
this,0.532393333476943
even,0.5304869949817658
lot,0.5303007463614146
truly,0.5279795130093893
longing,0.5162566552559534
any,0.5135122328996659
wonderful,0.512459434568882
did,0.5089664657910665
was,0.5070724139610926
positive,0.5034727975726128
anyone,0.5020716898143291
woman,0.4979862868785858
im,0.49796123140388066
these,0.4971816688776016
still,0.49655293226242064
really,0.4937742662926515
on,0.49193596641222637
will,0.48764886409044267
especially,0.4854414761066437
like,0.4815707029058383
cool,0.4784952054421107
had,0.4779292896389961
mostly,0.4776802410682042
as,0.4763961495323615
out,0.47585610357614666
is,0.4747456903843319
away,0.47211798032124835
special,0.4717618425687154
isn,0.46941884358723956
feel,0.46862986308816296
fine,0.46830736349026364
after,0.4658941198140383
able,0.4644879996776581
myself,0.4627283463875453
hope,0.4623722806572914
now,0.46235479627336773
shall,0.46210122605164844
going,0.46197450657685596
other,0.45921486616134644
way,0.45604367057482403
last,0.45571285486221313
you,0.4512987502596595
room,0.45070163408915204
must,0.4497450217604637
in,0.4471135670940081
her,0.4469744140903155
his,0.44672536637101856
which,0.4464942440390587
are,0.4453716641291976
where,0.4446189949909846
if,0.4437444800367722
ok,0.44202665487925213
mu,0.43921788533528644
little,0.43666283041238785
me,0.43409550935029984
close,0.43370508154233295
others,0.4328952617943287
each,0.43233945965766907
at,0.42993730306625366
more,0.4292811308056116
instead,0.4278107285499573
many,0.4269966036081314
thought,0.42338046431541443
today,0.42335332185029984
about,0.42241511835406226
love,0.42169202367464703
up,0.42081579400433433
take,0.42013420164585114
makes,0.41792909801006317
been,0.4169796095653014
call,0.41697709262371063
do,0.41548906204601127
would,0.41367886662483216
for,0.41299574270292566
come,0.41004641354084015
happy,0.4078762263059616
one,0.4071058546503385
very,0.40634152591228484
think,0.40612856298685074
and,0.40561357643958684
of,0.40519060008227825
something,0.40186405181884766
few,0.3988432188828786
go,0.3982252897694707
before,0.39780051112174986
my,0.3952697576023638
it,0.39479483845266133
hr,0.3942417750755946
so,0.3935645477425668
the,0.39265963019014477
be,0.3925724979490042
iv,0.3914757579565048
have,0.3908758836262154
with,0.38999034042159714
made,0.388275397675378
around,0.38613376021385193
http,0.38596994678179425
look,0.38318677494923276
sure,0.38270822912454605
ef,0.3826582133769989
or,0.3826257797578971
that,0.3824517281877028
someone,0.38229595869779587
has,0.38151606619358064
some,0.3812969751082934
while,0.38128916422526044
world,0.38090912625193596
here,0.380583589275678
another,0.3775133937597275
to,0.3758658487200737
want,0.3758015111088753
your,0.37548158566157025
thrilled,0.37403833121061325
into,0.3729148283600807
by,0.37145913317799567
from,0.3711085030261208
we,0.3687623189045833
couldn,0.3664805044730504
never,0.3662189897149801
how,0.36517541855573654
every,0.36217403411865234
he,0.3620526552200317
when,0.3614228644541332
though,0.36041591529335293
better,0.3601609840989113
what,0.3585185334086418
him,0.35705248080193996
friends,0.3566431800524394
but,0.35534975418578024
much,0.3549093037843704
need,0.3532955273985863
doing,0.3532804012298584
wants,0.35300158460934955
well,0.3518027476966381
too,0.34952203929424286
because,0.34888870848549736
always,0.34765942543745043
were,0.3462473340332508
down,0.34253348623003277
who,0.34050413221120834
quite,0.33720414340496063
things,0.33594363182783127
could,0.3348505903374065
then,0.3334987759590149
she,0.324465524405241
just,0.3239882614463568
writing,0.3213563760121663
them,0.31784877447145327
through,0.3145288657397032
know,0.30923418274947573
listen,0.30600738028685254
push,0.30362104376157123
told,0.2985914920767148
an,0.2959158991773923
give,0.29544960558414457
make,0.2942618913948536
got,0.2889474580685298
making,0.2873341590166092
say,0.28589619137346745
less,0.2844944844643275
they,0.2782623916864395
people,0.2740837697471891
may,0.2738107144832611
than,0.26946837242160526
only,0.2454808677236239
back,0.23097754376275198
ly,0.2249072641134262
assured,0.18168805042902628
probably,0.16623635838429132
