token,mean_importance
fear,0.0028456364772864616
your,0.002787746324126298
father,0.0026290320791304113
until,0.0022113071415030086
said,0.0020552342951608202
pressure,0.0019294544860410194
today,0.0018276697301189415
entire,0.0017785302673776944
seems,0.0017136390979430871
something,0.001600955678441096
live,0.0015487852409326781
lose,0.0015439239602225523
face,0.0013783333027580131
weeks,0.0013264536974020302
violence,0.0011374583118595183
child,0.0011127036676043644
let,0.0010823753764270805
become,0.0010510296730596262
abuse,0.0010314768205716973
happen,0.0009653362988804778
job,0.0009420941169082653
emotions,0.0009169948752969503
memories,0.0009079137720012417
got,0.0008857341672410257
isn,0.0008024939452297986
okay,0.0007357892075863978
physical,0.0007096210368520891
cannot,0.0006626618172352513
called,0.0006365570782994231
sleep,0.0006153022113721818
those,0.000598255258713228
every,0.0005581409253257638
own,0.000532942004307794
life,0.0005152329613338225
**,0.0005069687795185018
didn,0.0004998251776366184
made,0.00047379110765177757
wasn,0.00044609610631596297
same,0.0004275864824497451
mental,0.00042175013610782724
ational,0.00038272882617699605
long,0.0003722444622932623
ous,0.00035402705301142606
able,0.00034834053803933784
real,0.0003391872778593097
ant,0.00029894923409301555
under,0.00029052440368104726
research,0.0002705111934725816
yoga,0.0002677832235349342
ended,0.00024389703412452945
flashbacks,0.00024379490544864288
thing,0.00019827267048337185
feels,0.00018576426373329014
kept,0.00017075966267536083
hard,0.00013688060668452332
almost,0.00013277059042593464
more,0.00012840500276070088
finish,9.964047058019787e-05
together,8.824386228904284e-05
