token,mean_importance
stress,0.0008569092237545799
today,0.0008404382333537797
happen,0.0008337264007423073
lot,0.0008139698066871562
become,0.0007551945700470242
best,0.0007339365412917687
things,0.000718433879683289
fear,0.0006967449065996334
what,0.0006645895370059985
well,0.0006536240446924543
day,0.0006529154256482302
pd,0.0006387811251139889
taking,0.0006094659784139367
close,0.0005358635048651195
).,0.0005101803229384435
months,0.0004747407720060437
nothing,0.0004596401267917827
they,0.0004588526287709381
basically,0.0004587017707914735
long,0.000458102862467058
past,0.0004538133341611683
hide,0.0004464189478312619
now,0.00044542294959041206
feelings,0.00042415645875735206
seems,0.0004201853353151819
sometimes,0.00040654055919731036
**,0.00040284541282744615
tried,0.00039017935341689736
decisions,0.00038792301347712055
called,0.0003859746696737905
were,0.00038263302703853694
friends,0.00037270231732691175
these,0.00037153413941268807
doing,0.000351789900150834
extremely,0.000345410733037473
place,0.00031089649807351333
took,0.00029472965024979203
cannot,0.000279422851842052
entire,0.00021737297841658196
sleep,0.00021402443235274404
found,0.00021040196770627517
again,0.00020397829575813375
ress,0.00019876263831974939
thinking,0.0001972819914954016
daily,0.00017704797801343375
into,0.0001709349910470337
actually,0.00016907620253429437
off,0.00016361384514311793
same,0.00016273585060844198
over,0.00016194707768590888
his,0.00015884013623690407
under,0.00014787769517473256
sick,0.00014538305840687825
able,0.00014410122730623698
ous,0.00013802380393220423
av,0.00013790896045975387
type,0.00013603203236319436
research,0.0001343378535239026
more,0.00012315674648561982
few,0.00011933721646073536
lose,0.00011596261174418032
own,0.00011379204988770653
isn,0.00011251371446026799
flashbacks,0.00010975001593275617
kept,0.00010027015863064055
everything,9.880022701379078e-05
hard,9.598891119821928e-05
enough,8.926682903620531e-05
ational,8.143381395105583e-05
yoga,7.051862000177304e-05
mental,6.921064899264213e-05
finish,5.190566419817818e-05
ended,3.960039566663909e-05
thing,3.598440404554518e-05
together,3.4338499972363934e-05
every,3.346255713646921e-05
also,2.3733249690849334e-05
almost,2.2805136950410088e-05
old,2.1567435093553893e-05
